logFC,PValue,FDR,Gene_name
0.211690378,0.251856347,0.865346655,acrB
0.24574771,0.252210859,0.865346655,tsx
0.174664478,0.25242649,0.865346655,STnc1680
0.275473546,0.253289978,0.865346655,rfaE
0.181000629,0.253719017,0.865346655,sucA
0.244322276,0.254654846,0.865346655,rpmJ
0.29001113,0.254990672,0.865346655,oppC
-0.288896353,0.255389859,0.865346655,SL1344_0962
0.264098254,0.25754983600000003,0.865346655,murF
0.24767645100000002,0.257564825,0.865346655,pgk
-0.28090039899999997,0.257941863,0.865346655,fumC
0.306314105,0.25870967,0.865346655,yghB
-0.232994612,0.25879635300000003,0.865346655,pagP
-0.226759995,0.259667802,0.865346655,sufI
-0.241160983,0.26012623100000004,0.865346655,glpE
-0.289477219,0.260581708,0.865346655,SL1344_3948
0.260400814,0.260865106,0.865346655,rplO
0.22712933899999999,0.262499945,0.865346655,SL1344_3060
0.188078468,0.263320096,0.865346655,fliF
0.222570142,0.263369363,0.865346655,flgA
0.238773756,0.26344409399999996,0.865346655,SL1344_0883
-0.284664617,0.263540112,0.865346655,STnc640
-0.238931583,0.264758202,0.865346655,mltD
0.22499368399999997,0.26491775300000003,0.865346655,SL1344_3129
0.185498186,0.265902504,0.865346655,phoP
-0.254068312,0.265910505,0.865346655,aroQ
-0.17137320399999997,0.265941625,0.865346655,iagB
-0.210966925,0.266315117,0.865346655,SL1344_3341
-0.24851047699999998,0.266424626,0.865346655,mrcA
0.270792952,0.266428951,0.865346655,glgP
0.224833775,0.26672160699999997,0.865346655,pitA
0.251282015,0.267617809,0.865346655,rffA
-0.23068411,0.26777655899999997,0.865346655,SL1344_1177
-0.24120949100000003,0.268007448,0.865346655,SL1344_2963
0.22881725,0.26825370000000004,0.865346655,rplA
0.280301703,0.268426773,0.865346655,SL1344_4419
-0.245383066,0.269095906,0.865346655,pagC
0.257967093,0.269667901,0.865346655,fabB
-0.275235571,0.270430433,0.865346655,SL1344_3176
-0.207538269,0.270537604,0.865346655,rstA
0.189276465,0.27089051,0.865346655,traS
0.189276465,0.27089051,0.865346655,traS
-0.25695660600000003,0.271161204,0.865346655,glpX
-0.281031888,0.27158442,0.865346655,SL1344_1024
-0.23035838100000003,0.272023661,0.865346655,hemL
0.179512077,0.273377841,0.865346655,invI
0.265803894,0.27354015800000003,0.865346655,Tff
0.248282699,0.274680546,0.865346655,ytfL
0.222988295,0.274693685,0.865346655,yajC
0.20623362,0.274988599,0.865346655,gcvT
-0.20278217899999998,0.275225426,0.865346655,smpA
0.19998488600000003,0.275551266,0.865346655,glpQ
-0.19872809800000002,0.277207754,0.865346655,secE
-0.234727004,0.27757719399999997,0.865346655,bolA
0.23503205100000002,0.277629685,0.865346655,rplW
-0.269831057,0.277839532,0.865346655,hscA
-0.213370753,0.278389363,0.865346655,lnt
0.257372258,0.279738782,0.865346655,SL1344_2780
-0.24743020699999999,0.279972612,0.865346655,pldA
0.173786148,0.280569065,0.865346655,clpB
-0.256813577,0.28090928600000004,0.865346655,pqiA
0.20109195800000002,0.280930656,0.865346655,sipC
-0.271271919,0.281276383,0.865346655,SL1344_2135
-0.300704255,0.28132102600000003,0.865346655,cadA
0.22797763899999998,0.281763278,0.865346655,yfgA
-0.279538788,0.282143242,0.865346655,SL1344_4176
0.261993166,0.282532805,0.865346655,bglX
-0.28197362,0.283249364,0.866070938,metL
-0.265806143,0.284628765,0.867311043,SL1344_3240
0.184751639,0.284826454,0.867311043,ftsJ
-0.248737753,0.28544480899999997,0.867311043,STnc620
0.186247484,0.286977722,0.867311043,RnpB
0.21387581100000003,0.287798844,0.867311043,STnc1280
0.23092665899999998,0.28818533,0.867311043,parB
-0.235160455,0.288612104,0.867311043,SL1344_1185
-0.28880594800000003,0.28876996,0.867311043,lysP
0.22511026399999998,0.289035069,0.867311043,aroK
0.245764578,0.289452821,0.867311043,SL1344_4410
0.245463094,0.29020803,0.867311043,SL1344_1778
0.228862255,0.290316027,0.867311043,SroG
-0.218550732,0.290915839,0.867311043,sdaA
-0.282218116,0.291379966,0.867311043,yrdA
0.24420160000000002,0.29208043100000003,0.867311043,RUF_107c.47
0.266102881,0.29219017399999997,0.867311043,SL1344_2621
-0.22014307,0.29254315,0.867311043,yicH
0.251588222,0.292938954,0.867311043,minE
0.172904905,0.293059338,0.867311043,invC
-0.232929443,0.293424668,0.867311043,aarF
0.219026788,0.295192059,0.867311043,SL1344_3162
0.20465688899999998,0.295235483,0.867311043,SL1344_1592
-0.26157833,0.295594548,0.867311043,SL1344_0846
0.257180192,0.296203642,0.867311043,tolA
0.219780552,0.296387646,0.867311043,ais
0.25039881199999997,0.296508345,0.867311043,rplP
-0.230580824,0.296808389,0.867311043,dcuS
0.205253027,0.29728368,0.867311043,rho
-0.284850058,0.297722442,0.867311043,STnc1820
-0.237368882,0.298078075,0.867311043,StyR-329a
0.193508956,0.299019578,0.868150118,SroA
0.201278285,0.299745898,0.868150118,fliL
0.210050533,0.300155137,0.868150118,SL1344_P3_0006
0.19845823,0.300724732,0.868150118,SL1344_0624
-0.24732774100000002,0.301091956,0.868150118,SL1344_1649
-0.254850078,0.30125386600000004,0.868150118,Ig2335
-0.313530979,0.302479453,0.8693473079999999,SL1344_0677
0.19239949399999998,0.302633098,0.8693473079999999,sdhB
-0.188280134,0.306906913,0.8786498629999999,repA
-0.188280134,0.306906913,0.8786498629999999,repA
-0.250690893,0.30733040699999997,0.8786498629999999,sapG
-0.225647597,0.30733262899999997,0.8786498629999999,sprB
0.252900182,0.308355076,0.880178097,sseA
0.252900182,0.308355076,0.880178097,sseA
-0.188828172,0.311195308,0.884831165,cheA
-0.199297153,0.311714736,0.884831165,dacA
-0.227042343,0.312535507,0.884831165,cbiG
0.254917763,0.312979618,0.884831165,araC
0.15601385199999998,0.31305573800000003,0.884831165,infC
0.21014696600000002,0.313085563,0.884831165,tsf
-0.224752715,0.314159879,0.884831165,SLnc0022
0.249936569,0.31430937,0.884831165,seqA
0.229979818,0.314399544,0.884831165,flgF
0.18187255300000002,0.316535398,0.8886253040000001,tolB
0.269880325,0.316919453,0.8886253040000001,nuoI
-0.230036235,0.31781123899999997,0.8886253040000001,gpmB
-0.24712542699999998,0.318689145,0.8886253040000001,dppA
0.180483062,0.318822867,0.8886253040000001,thrS
0.227251993,0.318971645,0.8886253040000001,ftsL
0.27452946300000003,0.319195785,0.8886253040000001,SL1344_2304
0.23405628399999998,0.319896797,0.888701485,engA
0.267873567,0.320208407,0.888701485,SL1344_3035
0.22278941600000002,0.321574578,0.8911221779999999,rbn
-0.195938855,0.32245079,0.8921797920000001,rpsF
-0.16510777199999999,0.32314956300000003,0.892743968,ChiX
-0.19500522399999998,0.324736776,0.895757101,siiB
0.167576068,0.326161155,0.897156884,yaeT
0.24262011100000003,0.326238867,0.897156884,SL1344_4242
-0.22311121399999997,0.32706502,0.897480257,SL1344_0656
0.25457568199999997,0.327592339,0.897480257,sugE
0.21752449100000001,0.328492763,0.897480257,rpmD
-0.22255017300000002,0.32888880800000003,0.897480257,pdxB
-0.267739923,0.329582594,0.897480257,rpmA
-0.186563194,0.3301303,0.897480257,mrdB
0.23315896600000002,0.330720647,0.897480257,SL1344_3288
0.236078478,0.330747803,0.897480257,gdhA
0.236078478,0.330747803,0.897480257,gdhA
-0.23086195699999998,0.331211023,0.897480257,StyR-99
0.211488791,0.331345889,0.897480257,SL1344_3161
-0.214759559,0.331828898,0.897480257,SraC
-0.186605825,0.332974452,0.898756175,ppiC
-0.19636170000000003,0.333297051,0.898756175,SL1344_1127
-0.214943424,0.333839328,0.898874847,artP
-0.180489032,0.33455981,0.8991572840000001,RydC
-0.216470892,0.33498488600000004,0.8991572840000001,SL1344_1968
0.230433838,0.336061933,0.8991572840000001,StyR-296
-0.207848366,0.33611055700000003,0.8991572840000001,rpiA
-0.18677785,0.336686304,0.8991572840000001,murE
-0.23491048399999997,0.337422701,0.8991572840000001,STnc610
-0.17915092300000002,0.33763399299999997,0.8991572840000001,SL1344_3576
-0.225920393,0.338351849,0.8991572840000001,SL1344_2546
-0.23586101899999998,0.33843004200000004,0.8991572840000001,holC
0.197241946,0.341045799,0.901536158,nuoN
-0.18220787800000002,0.341059877,0.901536158,SL1344_0464
-0.202229335,0.34107453600000004,0.901536158,nuoB
0.21841861199999998,0.341324388,0.901536158,sodCI
-0.178020155,0.34239663600000003,0.9020553729999999,ftsA
-0.225065154,0.342521026,0.9020553729999999,rfaH
-0.212371006,0.344845821,0.903446758,SL1344_1013
-0.15668584900000002,0.345493128,0.903446758,ptsP
0.24145503399999999,0.34577647100000003,0.903446758,sbcB
0.237304116,0.345934704,0.903446758,ybjY
0.23533875,0.34644922200000006,0.903446758,sdiA
-0.234182119,0.346488187,0.903446758,mltB
0.19922478100000002,0.346554965,0.903446758,flgD
0.23106929,0.347559655,0.904758466,SL1344_3777
-0.18778745300000002,0.349105315,0.906186982,ftsZ
-0.20504313899999999,0.349395774,0.906186982,basR
-0.242600891,0.349787399,0.906186982,dcm
-0.223133382,0.35036024299999996,0.906186982,SL1344_2316
-0.214870667,0.350620018,0.906186982,tpk3
0.252615102,0.35222550399999997,0.909034063,rplL
0.22584426800000001,0.35690070799999996,0.919784112,ddlA
0.204277727,0.357588223,0.920241304,recB
-0.176610958,0.358169019,0.920422948,STnc1340
0.182606429,0.358727894,0.920547824,minC
-0.155478248,0.360062854,0.922323362,STnc4210
-0.236868293,0.36058598,0.922323362,ygeD
0.171904907,0.3609536,0.922323362,tig
-0.195748709,0.36327302899999997,0.92521963,sRNA2
0.243803861,0.364063197,0.92521963,wrbA
-0.163527647,0.364390272,0.92521963,fkpA
-0.18074374399999998,0.365168661,0.92521963,rnb
0.19037844199999998,0.36520724200000004,0.92521963,acrA
0.205664005,0.36543089,0.92521963,SL1344_3295
0.219040973,0.366054499,0.92521963,def
-0.193802718,0.366614145,0.92521963,murG
0.19693538,0.366889366,0.92521963,sucC
-0.23461631300000002,0.36721577299999997,0.92521963,visC
-0.222851083,0.369437843,0.92903635,SL1344_3548
0.185656585,0.36981029,0.92903635,tpiA
0.240864605,0.37037348200000003,0.92903635,SL1344_2380
0.146986219,0.370790561,0.92903635,Msr
-0.18952169600000002,0.372202455,0.929724271,tap
0.170369815,0.373672437,0.929724271,ybbN
0.205222265,0.374574873,0.929724271,SL1344_2695
-0.20296177899999998,0.374596837,0.929724271,SL1344_2223
0.221436647,0.37555368299999997,0.929724271,rplF
0.198670944,0.375835226,0.929724271,glpA
0.16226143699999998,0.37608629299999996,0.929724271,ompX
-0.22713664100000003,0.376103835,0.929724271,apaG
0.15482465199999998,0.376857892,0.929724271,SL1344_1767
0.16004562,0.37734796200000004,0.929724271,minD
-0.163462128,0.37747469100000003,0.929724271,sopA
-0.19662681,0.377495414,0.929724271,purM
0.192355925,0.37895130200000005,0.929724271,ispB
0.221872965,0.380056275,0.929724271,rpsQ
-0.23525066,0.381843156,0.929724271,repY
0.17640605199999998,0.38235368299999994,0.929724271,SL1344_3772
-0.219821817,0.38247467799999996,0.929724271,STnc1490
-0.17529641899999998,0.38274628200000005,0.929724271,RUF_219c
-0.22398206,0.38372979700000004,0.929724271,mreB-leader
0.174678312,0.38408457700000004,0.929724271,rpsE
-0.196785238,0.384904588,0.929724271,napF
-0.19840258800000002,0.38499990700000003,0.929724271,SL1344_0222
0.22266512600000002,0.385758769,0.929724271,selD
-0.210514041,0.385818161,0.929724271,SL1344_1364
-0.21939251199999998,0.38641223700000005,0.929724271,xthA
0.229390966,0.38676817399999996,0.929724271,pcm
-0.19092081600000002,0.387250971,0.929724271,SL1344_1583
-0.241629868,0.38754445,0.929724271,ybiP
0.17559817,0.387590712,0.929724271,ushA
-0.20425056600000002,0.388757879,0.929724271,SL1344_1873
0.179680757,0.38936741,0.929724271,napC
-0.20114727699999999,0.389829295,0.929724271,uvrC
0.167012198,0.38986452299999996,0.929724271,fliI
-0.21635904399999997,0.390102435,0.929724271,yhjN
-0.147400967,0.390780356,0.929724271,imp
0.177403239,0.39083671600000003,0.929724271,nikB
-0.158318924,0.39099876100000003,0.929724271,yejM
-0.170646998,0.39102623799999997,0.929724271,cheY
0.18311082,0.39133234,0.929724271,SL1344_4110
-0.250255047,0.391679848,0.929724271,rpmG
0.188167853,0.39220851100000004,0.9297557879999999,cysN
0.18504405300000001,0.39362548299999994,0.9304777390000001,SL1344_1632
-0.15109395,0.394137278,0.9304777390000001,cyoA
0.202331636,0.394775849,0.9304777390000001,kdsA
0.1588787,0.39498254,0.9304777390000001,prgJ
0.219712882,0.395091989,0.9304777390000001,ybiS
0.221085943,0.396761853,0.933192155,STnc3220
0.24180170199999998,0.397290793,0.93321952,SL1344_1171
0.213917938,0.398103469,0.933912428,tolQ
-0.22033441,0.399471361,0.9354040440000001,mukE
-0.178937121,0.400302636,0.9354040440000001,gltA
-0.151656644,0.40048994200000004,0.9354040440000001,pdxA
-0.151656644,0.40048994200000004,0.9354040440000001,pdxA
-0.144303541,0.40089921799999995,0.9354040440000001,tuf2
0.155558316,0.40133189,0.9354040440000001,rpsL-leader
-0.19454497399999998,0.402717641,0.9363885940000001,SL1344_2884
0.213971152,0.40279243299999995,0.9363885940000001,SL1344_1701
-0.177380779,0.405073024,0.940098223,SL1344_3201
0.20478306699999999,0.405714746,0.940098223,fliJ
-0.207545321,0.406390684,0.940098223,RUF_107c.112
0.165795109,0.40668634600000003,0.940098223,flgB
0.181847476,0.407320023,0.940098223,rfbI
0.255329123,0.40751486200000003,0.940098223,pal
-0.163606424,0.409930776,0.942399755,fliP
-0.21181679999999997,0.410375275,0.942399755,rfbK
0.158218849,0.41112487299999995,0.942399755,SL1344_4508
0.215820412,0.412008351,0.942399755,SL1344_1371
0.17343922399999998,0.412536884,0.942399755,SL1344_2880
0.154021655,0.412829271,0.942399755,SL1344_3771
-0.162734306,0.41346675200000005,0.942399755,ptsI
0.205839703,0.413745401,0.942399755,himD
-0.188891738,0.413805169,0.942399755,yehU
-0.152727838,0.41420599799999996,0.942399755,pqaB
0.17652721,0.41454903600000004,0.942399755,guaA
0.182497713,0.414781267,0.942399755,rplE
-0.15202802199999998,0.415673078,0.9432380290000001,StyR-44b
-0.15832975,0.41862969,0.9487218820000001,udhA
0.150505768,0.419141541,0.9487218820000001,Sar
0.204190869,0.420700001,0.951056142,SL1344_2492
-0.156634492,0.42222686200000004,0.951670844,yaeL
0.160101653,0.42314924200000004,0.951670844,srfA
0.126608016,0.424339291,0.951670844,dctA
0.20820545199999999,0.42489990299999997,0.951670844,SL1344_1396
0.18278461,0.425289562,0.951670844,SL1344_2960
0.146240876,0.42570196,0.951670844,tyrS
0.185122877,0.42576526,0.951670844,barA
-0.156008286,0.427219794,0.951670844,sspB
-0.206024999,0.427971938,0.951670844,cmk
0.18857366899999997,0.42937552,0.951670844,SL1344_1065
0.15822372099999998,0.42970685200000003,0.951670844,flhB
-0.19555785899999997,0.431242511,0.951670844,cpxR
-0.19526557100000003,0.43133551700000006,0.951670844,SL1344_2738
-0.219001837,0.432010296,0.951670844,SL1344_2967
-0.187990018,0.433058805,0.951670844,map
-0.169382179,0.43309323899999996,0.951670844,rpoZ
-0.167014494,0.433415425,0.951670844,pgi
-0.19353188,0.433576113,0.951670844,galK
-0.17347778,0.433818541,0.951670844,dfp
0.171787943,0.43403714200000004,0.951670844,ompF
-0.23194656800000002,0.434390431,0.951670844,rfbN
-0.176065101,0.435260693,0.951670844,yjeQ
0.163721145,0.435447197,0.951670844,fliK
0.17122891399999998,0.43595001299999997,0.951670844,trxB
0.18509292600000002,0.436778751,0.951670844,rpsR
0.167681531,0.43738089799999996,0.951670844,rnr
-0.16478019,0.438710111,0.951670844,SL1344_1783
0.190393361,0.43904725,0.951670844,rlpB
0.128628493,0.43951031100000004,0.951670844,SL1344_0148
-0.150631297,0.43994290399999997,0.951670844,folC
-0.20048880100000002,0.43997087700000004,0.951670844,hemE
-0.17882442699999998,0.440898515,0.951670844,SL1344_1916
-0.15549157,0.442219375,0.951670844,RUF_279
-0.175095632,0.442862761,0.951670844,parA
-0.175095632,0.442862761,0.951670844,parA
-0.174455257,0.442930861,0.951670844,SL1344_1262
0.18418472800000002,0.443713275,0.951670844,dacC
-0.140645097,0.444307523,0.951670844,SL1344_1872
-0.149868329,0.444424324,0.951670844,brnQ
0.191059615,0.444591474,0.951670844,SL1344_0430
0.202027819,0.444747761,0.951670844,ispA
-0.17169075399999997,0.445228739,0.951670844,sinR
-0.16402324699999998,0.44624124,0.951670844,SL1344_2457
-0.211470114,0.446266129,0.951670844,STnc1065
0.17723147600000003,0.446295171,0.951670844,RUF_341c.10
0.176547697,0.44705584600000003,0.951670844,miaB
-0.169406408,0.447363103,0.951670844,STnc350
0.182528735,0.44752387200000004,0.951670844,SL1344_3478
-0.185563163,0.44913168200000003,0.951670844,SL1344_1752
0.121644856,0.45035131100000003,0.951670844,araE
-0.142887037,0.450410074,0.951670844,kdgR
-0.142887037,0.450410074,0.951670844,kdgR
-0.196851418,0.45048470700000004,0.951670844,udk
0.129121543,0.451326283,0.951670844,rob
0.172619971,0.452265315,0.951670844,SL1344_4179
0.170807563,0.452904245,0.951670844,SL1344_0165
0.151875034,0.45421727,0.951670844,fliY
-0.14849964699999998,0.454862124,0.951670844,metG
0.127595401,0.45490169700000005,0.951670844,mig-14
-0.191306991,0.455529343,0.951670844,SL1344_2356
0.163495605,0.455803299,0.951670844,STnc2070
-0.16709152900000002,0.457102368,0.951670844,topB
-0.155136931,0.457369953,0.951670844,murD
-0.155149018,0.458665795,0.951670844,SL1344_3471
-0.17635241,0.458920792,0.951670844,SL1344_1001
-0.17720267,0.459385091,0.951670844,StyR-88
-0.191500113,0.459801213,0.951670844,coaA
0.160021009,0.46028127799999996,0.951670844,ackA
0.187345686,0.460796395,0.951670844,deoD
0.18879074399999998,0.461006487,0.951670844,SL1344_1218
0.115272666,0.461045576,0.951670844,SL1344_0149
-0.149227349,0.462734597,0.951670844,accD
-0.15224868800000002,0.46274628700000003,0.951670844,tpx
0.163274057,0.46326586,0.951670844,icc
0.178999557,0.464788663,0.951670844,msgA
0.16850525100000002,0.464861709,0.951670844,SL1344_1227
-0.18195666800000002,0.465425029,0.951670844,exoX
-0.19849008399999998,0.46556995,0.951670844,yjfH
-0.160580371,0.466096649,0.951670844,SL1344_3484
-0.16676833,0.46623118399999997,0.951670844,nuoE
0.15589556300000001,0.46686590899999997,0.951670844,STnc1690
-0.134618921,0.468572669,0.951670844,napH
0.156366653,0.468614097,0.951670844,yjeP
-0.159727936,0.468844748,0.951670844,siiA
-0.19880723,0.47040871,0.951670844,SL1344_1393
-0.135514145,0.47096166799999994,0.951670844,SL1344_3878
-0.15380538400000002,0.470993911,0.951670844,SL1344_4407
-0.150799244,0.471401422,0.951670844,SL1344_2659
-0.13747247199999998,0.471851092,0.951670844,SL1344_P1_0061
0.17461851399999997,0.472809239,0.951670844,rfbH
0.180363716,0.47364986299999995,0.951670844,SL1344_2730
-0.16627519400000002,0.475014995,0.951670844,ubiB
0.153143447,0.47559604899999997,0.951670844,fabZ
0.142289378,0.47561953100000004,0.951670844,SL1344_0868
-0.163492891,0.47648849299999996,0.951670844,folD
0.147285467,0.47730526,0.951670844,SL1344_3127
0.17961817300000002,0.47761123200000005,0.951670844,gcpE
0.159973216,0.478061955,0.951670844,dapD
-0.136719098,0.47829074,0.951670844,SL1344_3542
-0.133329497,0.47830433299999997,0.951670844,ybjX
0.144989797,0.478463097,0.951670844,STnc1405
0.20125897399999998,0.478578085,0.951670844,SL1344_3552
-0.180023458,0.478600436,0.951670844,priB
0.191849013,0.478695305,0.951670844,SL1344_4447
0.160303036,0.47876885,0.951670844,rfaG
0.157504035,0.478852911,0.951670844,secF
0.17571972800000002,0.478972932,0.951670844,SL1344_3886
0.130559223,0.479607228,0.951670844,tuf
0.195848734,0.48154529999999995,0.951670844,SL1344_3816
0.14928428900000001,0.48173221899999996,0.951670844,phoH
0.184549453,0.48175837299999996,0.951670844,visB
0.18435147899999998,0.482420399,0.951670844,surE
-0.137553122,0.482687935,0.951670844,galP
0.158018144,0.48282212700000005,0.951670844,metK
-0.17751973899999998,0.483155111,0.951670844,SL1344_3011
0.146142261,0.48382248899999997,0.951670844,SL1344_1150
0.16653588800000002,0.484029868,0.951670844,mgsA
-0.17813151600000002,0.48427873,0.951670844,dkgA
0.133149693,0.48428619799999995,0.951670844,atpH
-0.16351842800000002,0.48457786,0.951670844,glpG
0.147861529,0.484983754,0.951670844,recA
-0.125527946,0.485504117,0.951670844,hflX
-0.176872618,0.485645489,0.951670844,SL1344_1157
0.18669442600000002,0.48701379,0.951670844,SL1344_3477
0.149188152,0.487403116,0.951670844,SibA
-0.165811113,0.487520168,0.951670844,serA
-0.174855939,0.488575273,0.951670844,apaH
-0.17589239899999998,0.490489461,0.951670844,bisC
-0.163140715,0.491574632,0.951670844,SL1344_3540
-0.137470491,0.49180752,0.951670844,SL1344_1896
-0.12500589,0.492126433,0.951670844,sipF
-0.15750973699999998,0.49223326799999995,0.951670844,SL1344_3543
-0.177299441,0.492241795,0.951670844,SL1344_0630
0.163560332,0.492733404,0.951670844,SL1344_3654
-0.17180636,0.49316705299999997,0.951670844,SL1344_2354
0.139662881,0.49321535299999997,0.951670844,SL1344_3613
0.155471589,0.493474485,0.951670844,rpsK
-0.174045408,0.49418708899999997,0.951670844,murI
0.141191782,0.49561960299999996,0.951670844,STnc650
0.126534268,0.496447883,0.951670844,damX
0.157658101,0.49681617100000003,0.951670844,truB
-0.162754636,0.49699422600000004,0.951670844,holD
-0.161319016,0.497503865,0.951670844,rffE
0.18149706899999998,0.497551039,0.951670844,traI
0.18149706899999998,0.497551039,0.951670844,traI
-0.151091383,0.49781163799999995,0.951670844,dnaB
0.144130279,0.497953032,0.951670844,recF
-0.177972465,0.498312421,0.951670844,SL1344_1834
0.17262853399999997,0.49852712200000004,0.951670844,SL1344_2202
0.11620075099999999,0.498807018,0.951670844,aceE
-0.113934665,0.499046906,0.951670844,araJ
-0.152146734,0.499701192,0.951912303,purR
-0.196430778,0.501121811,0.9536115470000001,SL1344_3546
0.17055991199999998,0.502059075,0.954388378,SL1344_1084
-0.194068968,0.502916896,0.955012717,srmB
0.179737345,0.503659312,0.955416824,SL1344_3245
0.157890549,0.506240715,0.957964143,rpsD
0.18008433,0.506846572,0.957964143,greA
-0.17383728899999998,0.507738469,0.957964143,SL1344_3343
0.172192283,0.507912142,0.957964143,rnhB
0.155976905,0.507940901,0.957964143,ybiK
0.111191985,0.509300877,0.957964143,hfQ
0.158414285,0.509852698,0.957964143,SL1344_0139
-0.146783899,0.510030103,0.957964143,SL1344_4016
0.164655038,0.510904846,0.957964143,SL1344_2483
-0.13668755,0.511842824,0.957964143,SL1344_2997
0.140727608,0.51235458,0.957964143,fliC
-0.16552181900000001,0.51256813,0.957964143,rpmE
0.144481201,0.512737089,0.957964143,SL1344_4409
0.11367337300000001,0.512915008,0.957964143,STnc475
0.167786186,0.513343299,0.957964143,hpt
-0.150105344,0.51374704,0.957964143,ogt
0.155326957,0.514130632,0.957964143,cyaY
0.114542314,0.514560562,0.957964143,tolC
-0.170079113,0.515210527,0.9581853509999999,SL1344_1648
-0.142697132,0.516208335,0.9589805259999999,SL1344_3885
0.148857417,0.5174528970000001,0.9589805259999999,SL1344_2614
0.142205576,0.517737714,0.9589805259999999,ribD
0.146775842,0.518728034,0.9589805259999999,sppA
-0.11524641099999999,0.518911325,0.9589805259999999,StyR-44a
0.16066132800000002,0.520016875,0.9589805259999999,uvrD
0.156670409,0.520990455,0.9589805259999999,SL1344_3979
-0.17354594899999998,0.521116589,0.9589805259999999,fdnH
-0.141962182,0.521571511,0.9589805259999999,rfaF
0.09792290699999999,0.52218609,0.9589805259999999,STnc1460
0.146342373,0.522439096,0.9589805259999999,hupA
-0.153037869,0.5229727439999999,0.9589805259999999,mutY
0.137382065,0.5243555089999999,0.9589805259999999,ligT
0.159636637,0.524599422,0.9589805259999999,moaB
-0.157239904,0.524838445,0.9589805259999999,SL1344_4017
-0.139238365,0.5248618620000001,0.9589805259999999,pyrH
0.11653638699999999,0.5249736389999999,0.9589805259999999,talB
0.18664757199999998,0.525650053,0.9589805259999999,SL1344_4290
0.17213147399999998,0.525738215,0.9589805259999999,SL1344_3428
0.118042033,0.5268774820000001,0.95931731,pipC
0.17951973899999998,0.527087109,0.95931731,glnD
0.151254012,0.527518166,0.95931731,SL1344_0999
-0.153860709,0.528647677,0.9602265240000001,res
-0.14612403300000001,0.52921645,0.9602265240000001,lspA
-0.14076359800000002,0.529614962,0.9602265240000001,ftsX
-0.163533963,0.53076187,0.960618018,SL1344_4422
0.144189238,0.531480661,0.960618018,SL1344_3580
-0.111892895,0.532263831,0.960618018,nuoC
0.127825746,0.53226392,0.960618018,rplJ
0.165775511,0.532493358,0.960618018,cybB
-0.150320338,0.533579725,0.961340236,slt
0.10020645,0.53437007,0.961340236,pckA
-0.127515941,0.5350422770000001,0.961340236,yhjO
0.11975328199999999,0.535072388,0.961340236,murC
0.16058683599999998,0.535683793,0.961340236,rpe
-0.12417283900000001,0.536286348,0.961340236,yjeI
0.137073385,0.537580019,0.961340236,trxC
0.11910536,0.538019144,0.961340236,ucpA
0.16918080800000002,0.538028676,0.961340236,truA
-0.10382502199999999,0.5382226379999999,0.961340236,alaS
0.156650245,0.540226679,0.962120616,SL1344_1211
0.137996771,0.5409221160000001,0.962120616,menD
-0.14491105,0.541711147,0.962120616,fliR
-0.126541876,0.5430989270000001,0.962120616,SL1344_3239
0.112962411,0.5436234320000001,0.962120616,lysS
-0.153500835,0.544994454,0.962120616,rimK
0.11862359199999999,0.545202947,0.962120616,maa
0.11168283300000001,0.5453296089999999,0.962120616,rpoC
0.133629364,0.545968324,0.962120616,rpsI
-0.118893401,0.546532189,0.962120616,secA
-0.153244784,0.546998825,0.962120616,SL1344_3041
-0.11900478,0.547406975,0.962120616,rcsC
-0.10904554699999999,0.547486958,0.962120616,mukB
-0.12199193300000001,0.547536448,0.962120616,ssb
-0.12199193300000001,0.547536448,0.962120616,ssb
-0.133661436,0.549069406,0.962120616,yejB
0.171800228,0.549113194,0.962120616,ccmA2
0.13075198,0.550276663,0.962120616,nusG
0.162443209,0.5508350160000001,0.962120616,menC
-0.11717358900000001,0.550840091,0.962120616,dapA
0.116846774,0.551211899,0.962120616,SL1344_4389
0.14301049300000002,0.551310214,0.962120616,SL1344_2300
0.13533642099999998,0.55288164,0.962120616,yojF
-0.115573836,0.5533344370000001,0.962120616,STnc1590
-0.147414754,0.553450985,0.962120616,yhjU
-0.121507293,0.553934818,0.962120616,ubiE
0.149814731,0.554068905,0.962120616,moaA
-0.146518749,0.554142485,0.962120616,fdoH
0.16383218300000002,0.555390315,0.962120616,SL1344_0924
0.119912826,0.555670424,0.962120616,RUF_247c
-0.131666126,0.55588411,0.962120616,yaeC
-0.148640771,0.556342447,0.962120616,chaA
-0.123327726,0.556778346,0.962120616,cysB
-0.11353388,0.5573525429999999,0.962120616,sicP
-0.13323315800000002,0.557406456,0.962120616,SL1344_0286
0.11606323199999999,0.558837675,0.962120616,aspS
-0.13645337300000002,0.559964318,0.962120616,SL1344_0494
0.113267625,0.561401403,0.962120616,ppa
0.14701952,0.561710823,0.962120616,nrdD
-0.143741204,0.562935292,0.962120616,yhdH
0.112434798,0.563480206,0.962120616,yijP
0.124826478,0.56436587,0.962120616,cysU
-0.15430322900000001,0.564763824,0.962120616,SL1344_0361
-0.10890712699999999,0.564900422,0.962120616,SL1344_0378
0.138466187,0.565223685,0.962120616,era
0.11620775900000001,0.56619486,0.962120616,tdh
0.127457083,0.566818417,0.962120616,hrpA
-0.158589485,0.56703279,0.962120616,SL1344_4408
-0.139700306,0.567037581,0.962120616,STnc4230
